gender,event,medal,athlete,type,year,country
Women,Singles Class 10,Gold,PARTYKA Natalia,Table Tennis,2012,Poland
Women,Singles Class 10,Silver,YANG Qian,Table Tennis,2012,China
Women,Singles Class 10,Bronze,FAN Lei,Table Tennis,2012,China
Women,Singles Class 11,Gold,WONG Ka Man,Table Tennis,2012,Hong Kong
Women,Singles Class 11,Silver,YEUNG Chi Ka,Table Tennis,2012,Hong Kong
Women,Singles Class 11,Bronze,KOSACHEVA Anzhelika,Table Tennis,2012,Russia
Men,Teams Classes 1-2,Gold,LUDROVSKY Martin,Table Tennis,2012,Slovakia
Men,Teams Classes 1-2,Gold,REVUCKY Rastislav,Table Tennis,2012,Slovakia
Men,Teams Classes 1-2,Gold,RIAPOS Jan,Table Tennis,2012,Slovakia
Men,Teams Classes 1-2,Silver,BOURY Vincent,Table Tennis,2012,France
Men,Teams Classes 1-2,Silver,LAMIRAULT Fabien,Table Tennis,2012,France
Men,Teams Classes 1-2,Silver,MOLLIENS Stephane,Table Tennis,2012,France
Men,Teams Classes 1-2,Bronze,KIM Kong Yong,Table Tennis,2012,South Korea
Men,Teams Classes 1-2,Bronze,KIM Kyung Mook,Table Tennis,2012,South Korea
Men,Teams Classes 1-2,Bronze,KIM Min Gyu,Table Tennis,2012,South Korea
Men,Teams Classes 1-2,Bronze,LEE Chang Ho,Table Tennis,2012,South Korea
Men,Teams Class 3,Gold,FENG Panfeng,Table Tennis,2012,China
Men,Teams Class 3,Gold,GAO Yanming,Table Tennis,2012,China
Men,Teams Class 3,Gold,ZHAO Ping,Table Tennis,2012,China
Men,Teams Class 3,Silver,BRUCHLE Thomas,Table Tennis,2012,Germany
Men,Teams Class 3,Silver,GURTLER Jan,Table Tennis,2012,Germany
Men,Teams Class 3,Silver,NIKELIS Holger,Table Tennis,2012,Germany
Men,Teams Class 3,Silver,SCHMIDBERGER Thomas,Table Tennis,2012,Germany
Men,Teams Class 3,Bronze,GUILHEM Yann,Table Tennis,2012,France
Men,Teams Class 3,Bronze,MERRIEN Florian,Table Tennis,2012,France
Men,Teams Class 3,Bronze,ROBIN Jean-Philippe,Table Tennis,2012,France
Men,Teams Classes 4-5,Gold,CAO Ningning,Table Tennis,2012,China
Men,Teams Classes 4-5,Gold,GUO Xingyuan,Table Tennis,2012,China
Men,Teams Classes 4-5,Gold,ZHANG Yan,Table Tennis,2012,China
Men,Teams Classes 4-5,Silver,CHOI Il Sang,Table Tennis,2012,South Korea
Men,Teams Classes 4-5,Silver,JUNG Eun Chang,Table Tennis,2012,South Korea
Men,Teams Classes 4-5,Silver,KIM Jung Gil,Table Tennis,2012,South Korea
Men,Teams Classes 4-5,Silver,KIM Young Gun,Table Tennis,2012,South Korea
Men,Teams Classes 4-5,Bronze,MARTIN Emeric,Table Tennis,2012,France
Men,Teams Classes 4-5,Bronze,ROSEC Gregory,Table Tennis,2012,France
Men,Teams Classes 4-5,Bronze,SAVANT-AIRA Nicolas,Table Tennis,2012,France
Men,Teams Classes 4-5,Bronze,THOMAS Maxime,Table Tennis,2012,France
Men,Teams Classes 6-8,Gold,GRUDZIEN Piotr,Table Tennis,2012,Poland
Men,Teams Classes 6-8,Gold,SKRZYNECKI Marcin,Table Tennis,2012,Poland
Men,Teams Classes 6-8,Silver,MORALES Jordi,Table Tennis,2012,Spain
Men,Teams Classes 6-8,Silver,VALERA Alvaro,Table Tennis,2012,Spain
Men,Teams Classes 6-8,Bronze,BAYLEY William,Table Tennis,2012,Great Britain
Men,Teams Classes 6-8,Bronze,MCKIBBIN Aaron,Table Tennis,2012,Great Britain
Men,Teams Classes 6-8,Bronze,WILSON Ross,Table Tennis,2012,Great Britain
Men,Teams Classes 9-10,Gold,GE Yang,Table Tennis,2012,China
Men,Teams Classes 9-10,Gold,LIAN Hao,Table Tennis,2012,China
Men,Teams Classes 9-10,Gold,LU Xiaolei,Table Tennis,2012,China
Men,Teams Classes 9-10,Gold,MA Lin,Table Tennis,2012,China
Men,Teams Classes 9-10,Silver,CHOJNOWSKI Patryk,Table Tennis,2012,Poland
Men,Teams Classes 9-10,Silver,POWROZNIAK Sebastian,Table Tennis,2012,Poland
Men,Teams Classes 9-10,Bronze,CARDONA Jorge,Table Tennis,2012,Spain
Men,Teams Classes 9-10,Bronze,RUIZ REYES Jose Manuel,Table Tennis,2012,Spain
Women,Teams Classes 1-3,Gold,LI Qian,Table Tennis,2012,China
Women,Teams Classes 1-3,Gold,LIU Jing,Table Tennis,2012,China
Women,Teams Classes 1-3,Silver,CHO Kyoung Hee,Table Tennis,2012,South Korea
Women,Teams Classes 1-3,Silver,CHOI Hyun Ja,Table Tennis,2012,South Korea
Women,Teams Classes 1-3,Silver,JUNG Sang Sook,Table Tennis,2012,South Korea
Women,Teams Classes 1-3,Bronze,CAMPBELL Jane,Table Tennis,2012,Great Britain
Women,Teams Classes 1-3,Bronze,HEAD Sara,Table Tennis,2012,Great Britain
Women,Teams Classes 4-5,Gold,GU Gai,Table Tennis,2012,China
Women,Teams Classes 4-5,Gold,ZHANG Bian,Table Tennis,2012,China
Women,Teams Classes 4-5,Gold,ZHANG Miao,Table Tennis,2012,China
Women,Teams Classes 4-5,Gold,ZHOU Ying,Table Tennis,2012,China
Women,Teams Classes 4-5,Silver,AHLQUIST Anna-Carin,Table Tennis,2012,Sweden
Women,Teams Classes 4-5,Silver,LUNDBACK Ingela,Table Tennis,2012,Sweden
Women,Teams Classes 4-5,Bronze,JUNG Ji Nam,Table Tennis,2012,South Korea
Women,Teams Classes 4-5,Bronze,JUNG Young AMOON Sung Hye,Table Tennis,2012,South Korea
Women,Teams Classes 6-10,Gold,FAN Lei,Table Tennis,2012,China
Women,Teams Classes 6-10,Gold,LEI Lina,Table Tennis,2012,China
Women,Teams Classes 6-10,Gold,LIU Meili,Table Tennis,2012,China
Women,Teams Classes 6-10,Gold,YANG Qian,Table Tennis,2012,China
Women,Teams Classes 6-10,Silver,ERTIS Umran,Table Tennis,2012,Turkey
Women,Teams Classes 6-10,Silver,KAVAS Neslihan,Table Tennis,2012,Turkey
Women,Teams Classes 6-10,Silver,OCSOY Kubra,Table Tennis,2012,Turkey
Women,Teams Classes 6-10,Bronze,EIGNER Alicja,Table Tennis,2012,Poland
Women,Teams Classes 6-10,Bronze,JANKOWSKA Malgorzata,Table Tennis,2012,Poland
Women,Teams Classes 6-10,Bronze,PARTYKA Natalia,Table Tennis,2012,Poland
Women,Teams Classes 6-10,Bronze,PEK Karolina,Table Tennis,2012,Poland
Men,Singles Class 1,Gold,DAVIES Robert,Table Tennis,2016,Great Britain
Men,Singles Class 1,Silver,JOO Young Dae,Table Tennis,2016,South Korea
Men,Singles Class 1,Bronze,NAM Kiwon,Table Tennis,2016,South Korea
Men,Singles Class 2,Gold,LAMIRAULT Fabien,Table Tennis,2016,France
Men,Singles Class 2,Silver,CZUPER Rafal,Table Tennis,2016,Poland
Men,Singles Class 2,Bronze,SUCHANEK Jiri,Table Tennis,2016,Czech Republic
Men,Singles Class 3,Gold,FENG Panfeng,Table Tennis,2016,China
Men,Singles Class 3,Silver,SCHMIDBERGER Thomas,Table Tennis,2016,Germany
Men,Singles Class 3,Bronze,MERRIEN Florian,Table Tennis,2016,France
Men,Singles Class 4,Gold,OZTURK Abdullah,Table Tennis,2016,Turkey
Men,Singles Class 4,Silver,GUO Xingyuan,Table Tennis,2016,China
Men,Singles Class 4,Bronze,THOMAS Maxime,Table Tennis,2016,France
Men,Singles Class 5,Gold,CAO Ningning,Table Tennis,2016,China
Men,Singles Class 5,Silver,BAUS Valentin,Table Tennis,2016,Germany
Men,Singles Class 5,Bronze,PALIKUCA Mitar,Table Tennis,2016,Serbia
Men,Singles Class 6,Gold,ROSENMEIER Peter,Table Tennis,2016,Denmark
Men,Singles Class 6,Silver,VALERA Alvaro,Table Tennis,2016,Spain
Men,Singles Class 6,Bronze,THAINIYOM Rungroj,Table Tennis,2016,Thailand
Men,Singles Class 7,Gold,BAYLEY William,Table Tennis,2016,Great Britain
Men,Singles Class 7,Silver,PEREIRA STROH Israel,Table Tennis,2016,Brazil
Men,Singles Class 7,Bronze,YAN Shuo,Table Tennis,2016,China
Men,Singles Class 8,Gold,ZHAO Shuai,Table Tennis,2016,China
Men,Singles Class 8,Silver,CSONKA Andras,Table Tennis,2016,Hungary
Men,Singles Class 8,Bronze,GRUDZIEN Piotr,Table Tennis,2016,Poland
Men,Singles Class 9,Gold,DEVOS Laurens,Table Tennis,2016,Belgium
Men,Singles Class 9,Silver,LAST Gerben,Table Tennis,2016,Netherlands
Men,Singles Class 9,Bronze,KALEM Mohamed Amine,Table Tennis,2016,Italy
Men,Singles Class 10,Gold,GE Yang,Table Tennis,2016,China
Men,Singles Class 10,Silver,CHOJNOWSKI Patryk,Table Tennis,2016,Poland
Men,Singles Class 10,Bronze,GARDOS Krisztian,Table Tennis,2016,Austria
Men,Singles Class 11,Gold,VAN ACKER Florian,Table Tennis,2016,Belgium
Men,Singles Class 11,Silver,VON EINEM Samuel,Table Tennis,2016,Australia
Men,Singles Class 11,Bronze,PALOS Peter,Table Tennis,2016,Hungary
Women,Singles Class 1-2,Gold,LIU Jing,Table Tennis,2016,China
Women,Singles Class 1-2,Silver,SEO Su-Yeon,Table Tennis,2016,South Korea
Women,Singles Class 1-2,Bronze,ROSSI Giada,Table Tennis,2016,Italy
Women,Singles Class 3,Gold,XUE Juan,Table Tennis,2016,China
Women,Singles Class 3,Silver,LI Qian,Table Tennis,2016,China
Women,Singles Class 3,Bronze,AHLQUIST Anna-Carin,Table Tennis,2016,Sweden
Women,Singles Class 4,Gold,PERIC-RANKOVIC Borislava,Table Tennis,2016,Serbia
Women,Singles Class 4,Silver,ZHANG Miao,Table Tennis,2016,China
Women,Singles Class 4,Bronze,MATIC Nada,Table Tennis,2016,Serbia
Women,Singles Class 5,Gold,ZHANG Bian,Table Tennis,2016,China
Women,Singles Class 5,Silver,GU Gai,Table Tennis,2016,China
Women,Singles Class 5,Bronze,JUNG Young A,Table Tennis,2016,South Korea
Women,Singles Class 6,Gold,PAOVIC Sandra,Table Tennis,2016,Croatia
Women,Singles Class 6,Silver,GREBE Stephanie,Table Tennis,2016,Germany
Women,Singles Class 6,Bronze,LYTOVCHENKO Maryna,Table Tennis,2016,Ukraine
Women,Singles Class 7,Gold,VAN ZON Kelly,Table Tennis,2016,Netherlands
Women,Singles Class 7,Silver,KORKUT Kubra,Table Tennis,2016,Turkey
Women,Singles Class 7,Bronze,KIM Seong-Ok,Table Tennis,2016,South Korea
Women,Singles Class 8,Gold,MAO Jingdian,Table Tennis,2016,China
Women,Singles Class 8,Silver,KAMKASOMPHOU Thu,Table Tennis,2016,France
Women,Singles Class 8,Bronze,MEDINA Josephine,Table Tennis,2016,Philippines
Women,Singles Class 9,Gold,LIU Meng,Table Tennis,2016,China
Women,Singles Class 9,Silver,LEI Lina,Table Tennis,2016,China
Women,Singles Class 9,Bronze,PEK Karolina,Table Tennis,2016,Poland
Women,Singles Class 10,Gold,PARTYKA Natalia,Table Tennis,2016,Poland
Women,Singles Class 10,Silver,YANG Qian,Table Tennis,2016,China
Women,Singles Class 10,Bronze,COSTA ALEXANDRE Bruna,Table Tennis,2016,Brazil
Women,Singles Class 11,Gold,KOSMINA Natalia,Table Tennis,2016,Ukraine
Women,Singles Class 11,Silver,SIEMIENIECKA Krystyna,Table Tennis,2016,Poland
Women,Singles Class 11,Bronze,NG Mui Wui,Table Tennis,2016,Hong Kong
Men,Team Classes 1-2,Gold,DUCAY Jean-Francois,Table Tennis,2016,France
Men,Team Classes 1-2,Gold,LAMIRAULT Fabien,Table Tennis,2016,France
Men,Team Classes 1-2,Gold,MOLLIENS Stephane,Table Tennis,2016,France
Men,Team Classes 1-2,Silver,KIM Kyung Mook,Table Tennis,2016,South Korea
Men,Team Classes 1-2,Silver,JOO Young Dae,Table Tennis,2016,South Korea
Men,Team Classes 1-2,Silver,CHA Soo Yong,Table Tennis,2016,South Korea
Men,Team Classes 1-2,Bronze,ESPINDOLA Iranildo,Table Tennis,2016,Brazil
Men,Team Classes 1-2,Bronze,LIMA Aloisio,Table Tennis,2016,Brazil
Men,Team Classes 1-2,Bronze,MARCIAO DA COSTA Guilherme,Table Tennis,2016,Brazil
Men,Team Class 3,Gold,FENG Panfeng,Table Tennis,2016,China
Men,Team Class 3,Gold,ZHAO Ping,Table Tennis,2016,China
Men,Team Class 3,Gold,ZHAI Xiang,Table Tennis,2016,China
Men,Team Class 3,Silver,BRUCHLE Thomas,Table Tennis,2016,Germany
Men,Team Class 3,Silver,SCHMIDBERGER Thomas,Table Tennis,2016,Germany
Men,Team Class 3,Bronze,LAOWONG Anurak,Table Tennis,2016,Thailand
Men,Team Class 3,Bronze,GLINBANCHEUN Yuttajak,Table Tennis,2016,Thailand
Men,Team Classes 4-5,Gold,CHOI Il Sang,Table Tennis,2016,South Korea
Men,Team Classes 4-5,Gold,KIM Jung Gil,Table Tennis,2016,South Korea
Men,Team Classes 4-5,Gold,KIM Young Gun,Table Tennis,2016,South Korea
Men,Team Classes 4-5,Silver,LIN Yen-Hung,Table Tennis,2016,Chinese Taipei
Men,Team Classes 4-5,Silver,CHENG Ming-Chih,Table Tennis,2016,Chinese Taipei
Men,Team Classes 4-5,Bronze,OZTURK Abdullah,Table Tennis,2016,Turkey
Men,Team Classes 4-5,Bronze,OZTURK Ali,Table Tennis,2016,Turkey
Men,Team Classes 4-5,Bronze,TURAN Nesim,Table Tennis,2016,Turkey
Men,Team Classes 6-8,Gold,NIKOLENKO Maxym,Table Tennis,2016,Ukraine
Men,Team Classes 6-8,Gold,POPOV Mykhaylo,Table Tennis,2016,Ukraine
Men,Team Classes 6-8,Gold,DIDUKH Viktor,Table Tennis,2016,Ukraine
Men,Team Classes 6-8,Silver,ANDERSSON Emil,Table Tennis,2016,Sweden
Men,Team Classes 6-8,Silver,KARLSSON Linus,Table Tennis,2016,Sweden
Men,Team Classes 6-8,Bronze,BAYLEY William,Table Tennis,2016,Great Britain
Men,Team Classes 6-8,Bronze,MCKIBBIN Aaron,Table Tennis,2016,Great Britain
Men,Team Classes 6-8,Bronze,WILSON Ross,Table Tennis,2016,Great Britain
Men,Team Classes 9-10,Gold,GE Yang,Table Tennis,2016,China
Men,Team Classes 9-10,Gold,LIAN Hao,Table Tennis,2016,China
Men,Team Classes 9-10,Gold,MA Lin,Table Tennis,2016,China
Men,Team Classes 9-10,Silver,CARDONA Jorge,Table Tennis,2016,Spain
Men,Team Classes 9-10,Silver,RUIZ REYES Jose Manuel,Table Tennis,2016,Spain
Men,Team Classes 9-10,Silver,PEREZ GONZALEZ Juan Bautista,Table Tennis,2016,Spain
Men,Team Classes 9-10,Bronze,CHOJNOWSKI Patryk,Table Tennis,2016,Poland
Men,Team Classes 9-10,Bronze,GRUDZIEN Piotr,Table Tennis,2016,Poland
Men,Team Classes 9-10,Bronze,SKRZYNECKI Marcin,Table Tennis,2016,Poland
Women,Team Classes 1-3,Gold,LI Qian,Table Tennis,2016,China
Women,Team Classes 1-3,Gold,LIU Jing,Table Tennis,2016,China
Women,Team Classes 1-3,Gold,XUE Juan,Table Tennis,2016,China
Women,Team Classes 1-3,Silver,DRETAR KARIC Helena,Table Tennis,2016,Croatia
Women,Team Classes 1-3,Silver,MUZINIC Andela,Table Tennis,2016,Croatia
Women,Team Classes 1-3,Bronze,SEO Su-Yeon,Table Tennis,2016,South Korea
Women,Team Classes 1-3,Bronze,YOON Jiyu,Table Tennis,2016,South Korea
Women,Team Classes 1-3,Bronze,LEE Mi-Gyu,Table Tennis,2016,South Korea
Women,Team Classes 4-5,Gold,GU Gai,Table Tennis,2016,China
Women,Team Classes 4-5,Gold,ZHANG Bian,Table Tennis,2016,China
Women,Team Classes 4-5,Gold,ZHOU Ying,Table Tennis,2016,China
Women,Team Classes 4-5,Silver,MATIC Nada,Table Tennis,2016,Serbia
Women,Team Classes 4-5,Silver,PERIC-RANKOVIC Borislava,Table Tennis,2016,Serbia
Women,Team Classes 4-5,Bronze,JUNG Young AKIM Ok,Table Tennis,2016,South Korea
Women,Team Classes 4-5,Bronze,KANG Oejeong,Table Tennis,2016,South Korea
Women,Team Classes 6-10,Gold,MARSZAL Katarzyna,Table Tennis,2016,Poland
Women,Team Classes 6-10,Gold,PARTYKA Natalia,Table Tennis,2016,Poland
Women,Team Classes 6-10,Gold,PEK Karolina,Table Tennis,2016,Poland
Women,Team Classes 6-10,Silver,LEI Lina,Table Tennis,2016,China
Women,Team Classes 6-10,Silver,YANG Qian,Table Tennis,2016,China
Women,Team Classes 6-10,Silver,XIONG Guiyan,Table Tennis,2016,China
Women,Team Classes 6-10,Bronze,RAUEN Danielle,Table Tennis,2016,Brazil
Women,Team Classes 6-10,Bronze,MARQUES PARINOS Jennyfer,Table Tennis,2016,Brazil
Women,Team Classes 6-10,Bronze,COSTA ALEXANDRE Bruna,Table Tennis,2016,Brazil
Men,Singles 2,Gold,MANDL Franz,Wheelchair Tennis,1980,Austria
Men,Singles 2,Silver,CHOI Tae Am,Wheelchair Tennis,1980,South Korea
Men,Singles 2,Bronze,KERR Gary,Wheelchair Tennis,1980,United States
Men,Singles 3,Gold,CHOU Dong Sik,Wheelchair Tennis,1980,South Korea
Men,Singles 3,Silver,RANGGER Engelbert,Wheelchair Tennis,1980,Austria
Men,Singles 3,Bronze,BRAND R.,Wheelchair Tennis,1980,Netherlands
Men,Singles 4,Gold,DEMPSEY Michael,Wheelchair Tennis,1980,United States
Men,Singles 4,Silver,UYT DE BOOGAARDT G.,Wheelchair Tennis,1980,Netherlands
Men,Singles 4,Bronze,VAN DEN LEUR A.,Wheelchair Tennis,1980,Netherlands
Men,Singles 1A,Gold,ROSENAST Hans,Wheelchair Tennis,1980,Switzerland
Men,Singles 1A,Silver,ZUMKEHR Rolf,Wheelchair Tennis,1980,Switzerland
Men,Singles 1A,Bronze,LAUNONEN Matti,Wheelchair Tennis,1980,Finland
Men,Singles 1B,Gold,TAYLOR T.,Wheelchair Tennis,1980,Great Britain
Men,Singles 1B,Silver,FRANK Gerhard,Wheelchair Tennis,1980,Austria
Men,Singles 1B,Bronze,HASSLER Bruno,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Singles 1C,Gold,EMMEL Manfred,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Singles 1C,Silver,BOERSTLER B.,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Singles 1C,Bronze,JEANNIN Daniel,Wheelchair Tennis,1980,France
Men,Singles C,Gold,KNABE Manfred,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Singles C,Silver,BAAS E.,Wheelchair Tennis,1980,Netherlands
Men,Singles C,Bronze,HOPPE H. J.,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Singles C1,Gold,STEPHENS M.,Wheelchair Tennis,1980,United States
Men,Singles C1,Silver,EL ZEINI Salem Mohamed,Wheelchair Tennis,1980,Egypt
Men,Singles C1,Bronze,SALAMA Ahmed Mohamed,Wheelchair Tennis,1980,Egypt
Men,Singles D,Gold,KROLL P.,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Singles D,Silver,CHASSAGNE P.,Wheelchair Tennis,1980,France
Men,Singles D,Bronze,CHRAK G.,Wheelchair Tennis,1980,Canada
Men,Singles E,Gold,DIMITRIJEVIC Svetislav,Wheelchair Tennis,1980,Yugoslavia
Men,Singles E,Silver,SIMUNIC Franc,Wheelchair Tennis,1980,Yugoslavia
Men,Singles E,Bronze,LIEVEN H.,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Singles F,Gold,KELZENBERG K.,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Singles F,Silver,LARSSON E.,Wheelchair Tennis,1980,Sweden
Men,Singles F,Bronze,MAUELSHAGEN L.,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Singles J,Gold,MAJER G.,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Singles J,Silver,SUTERS T.,Wheelchair Tennis,1980,Netherlands
Men,Singles J,Bronze,BERINGS J.,Wheelchair Tennis,1980,Netherlands
Women,Singles 2,Gold,BISQUOLM Elisabeth,Wheelchair Tennis,1980,Switzerland
Women,Singles 2,Silver,SCHWEIZER Rosa,Wheelchair Tennis,1980,Austria
Women,Singles 2,Bronze,LAMSBACH Ruth,Wheelchair Tennis,1980,Federal Republic of Germany
Women,Singles 3,Gold,CHIARI Verena,Wheelchair Tennis,1980,Switzerland
Women,Singles 3,Silver,SWANN J.,Wheelchair Tennis,1980,Great Britain
Women,Singles 3,Bronze,ANDRE R.,Wheelchair Tennis,1980,France
Women,Singles 4,Gold,SCHMIDT Irene,Wheelchair Tennis,1980,Netherlands
Women,Singles 4,Silver,KARLSSON L.,Wheelchair Tennis,1980,Sweden
Women,Singles 4,Bronze,BECKER G.,Wheelchair Tennis,1980,Netherlands
Women,Singles 1A,Gold,TOOMEY J.,Wheelchair Tennis,1980,Ireland
Women,Singles 1A,Silver,JAMES Sandra,Wheelchair Tennis,1980,Zimbabwe
Women,Singles 1A,Bronze,CORNEJO Josefina,Wheelchair Tennis,1980,Mexico
Women,Singles 1B,Gold,BLACKBURN Jane,Wheelchair Tennis,1980,Great Britain
Women,Singles 1B,Silver,LIJSEN M.,Wheelchair Tennis,1980,Norway
Women,Singles 1B,Bronze,SICARI Rosa,Wheelchair Tennis,1980,Italy
Women,Singles C,Gold,SMITH A.,Wheelchair Tennis,1980,Great Britain
Women,Singles C,Silver,BOSRUP G.,Wheelchair Tennis,1980,Sweden
Women,Singles C,Bronze,KABOUS N.,Wheelchair Tennis,1980,France
Men,Teams 2,Gold,EMMEL Manfred,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Teams 2,Gold,LOERCHER R.,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Teams 2,Silver,ALTENDORFER Fritz,Wheelchair Tennis,1980,Austria
Men,Teams 2,Silver,MANDL Franz,Wheelchair Tennis,1980,Austria
Men,Teams 2,Bronze,CAILLON G.PEETERS Michel,Wheelchair Tennis,1980,France
Men,Teams 3,Gold,GENTNER H.SIMON Heinz,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Teams 3,Silver,BUEHLER Erich,Wheelchair Tennis,1980,Switzerland
Men,Teams 3,Silver,MROSE Peter,Wheelchair Tennis,1980,Switzerland
Men,Teams 3,Bronze,HENNAERT Andre,Wheelchair Tennis,1980,France
Men,Teams 3,Bronze,JEANNIN Daniel,Wheelchair Tennis,1980,France
Men,Teams 4,Gold,UYT DE BOOGAARDT G.VAN DEN LEUR A.,Wheelchair Tennis,1980,Netherlands
Men,Teams 4,Silver,DEMPSEY Michael,Wheelchair Tennis,1980,United States
Men,Teams 4,Silver,KAUS T.KERR Gary,Wheelchair Tennis,1980,United States
Men,Teams 4,Bronze,CHOI Dong Sik,Wheelchair Tennis,1980,South Korea
Men,Teams 4,Bronze,KIM So Boo,Wheelchair Tennis,1980,South Korea
Men,Teams 1A,Gold,ROSENAST Hans,Wheelchair Tennis,1980,Switzerland
Men,Teams 1A,Gold,ZUMKEHR Rolf,Wheelchair Tennis,1980,Switzerland
Men,Teams 1A,Silver,HATINEN Pekka,Wheelchair Tennis,1980,Finland
Men,Teams 1A,Silver,LAUNONEN Matti,Wheelchair Tennis,1980,Finland
Men,Teams 1A,Bronze,CASPERSEN Casper,Wheelchair Tennis,1980,Norway
Men,Teams 1A,Bronze,STENBERG Jan Erik,Wheelchair Tennis,1980,Norway
Men,Teams 1B,Gold,BRADSHAW S.TAYLOR T.,Wheelchair Tennis,1980,Great Britain
Men,Teams 1B,Silver,FRANK Gerhard,Wheelchair Tennis,1980,Austria
Men,Teams 1B,Silver,SAILER Walter,Wheelchair Tennis,1980,Austria
Men,Teams 1B,Bronze,BROOKS Kenneth,Wheelchair Tennis,1980,United States
Men,Teams 1B,Bronze,MCNICHOL Bernard,Wheelchair Tennis,1980,United States
Men,Teams 1C,Gold,BOERSTLER B.LANER G.,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Teams 1C,Silver,KIM Si Un,Wheelchair Tennis,1980,South Korea
Men,Teams 1C,Silver,UH Jong Hoe,Wheelchair Tennis,1980,South Korea
Men,Teams 1C,Bronze,BROOS E.SUIJKERBUIJK P.,Wheelchair Tennis,1980,Netherlands
Men,Teams C,Gold,BAAS E.HILL C.,Wheelchair Tennis,1980,Netherlands
Men,Teams C,Silver,HOPPE H. J.KNABE Manfred,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Teams C,Silver,KROLL P.,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Teams C,Bronze,TONG Hon Keung,Wheelchair Tennis,1980,Hong Kong
Men,Teams C,Bronze,WONG Shek Kau,Wheelchair Tennis,1980,Hong Kong
Men,Teams D,Gold,CATHELINEAU P.CHASSAGNE P.,Wheelchair Tennis,1980,France
Men,Teams D,Silver,HERTOG V.VAN KESSEL Th.,Wheelchair Tennis,1980,Netherlands
Men,Teams D,Bronze,DE VRIESE Jozef,Wheelchair Tennis,1980,Belgium
Men,Teams D,Bronze,VAN DOOREN Noel,Wheelchair Tennis,1980,Belgium
Men,Teams E,Gold,DIMITRIJEVIC Svetislav,Wheelchair Tennis,1980,Yugoslavia
Men,Teams E,Gold,SIMUNIC Franc,Wheelchair Tennis,1980,Yugoslavia
Men,Teams E,Silver,JOHANSSON S.PETTERSSON A.,Wheelchair Tennis,1980,Sweden
Men,Teams E,Bronze,HUHNERBEIN W.LIEVEN H.,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Teams F,Gold,KELZENBERG K.MAUELSHAGEN L.,Wheelchair Tennis,1980,Federal Republic of Germany
Men,Teams F,Silver,BERGSTROM K.LARSSON E.,Wheelchair Tennis,1980,Sweden
Men,Teams F,Bronze,BERINGSSUTERS T.,Wheelchair Tennis,1980,Netherlands
Women,Teams 2,Gold,SCHWEIZER Rosa,Wheelchair Tennis,1980,Austria
Women,Teams 2,Gold,WICHER A.,Wheelchair Tennis,1980,Austria
Women,Teams 2,Silver,BLACKBURN Jane,Wheelchair Tennis,1980,Great Britain
Women,Teams 2,Silver,MATTHEWS G.,Wheelchair Tennis,1980,Great Britain
Women,Teams 2,Bronze,HENDRA A.SINNOTT Anne,Wheelchair Tennis,1980,Ireland
Women,Teams 3,Gold,BISQUOLM Elisabeth,Wheelchair Tennis,1980,Switzerland
Women,Teams 3,Gold,CHIARI Verena,Wheelchair Tennis,1980,Switzerland
Women,Teams 3,Silver,ANDRE R.RAMOUSSE M.,Wheelchair Tennis,1980,France
Women,Teams 3,Bronze,BROWN Jennifer,Wheelchair Tennis,1980,Jamaica
Women,Teams 3,Bronze,WHITE Quida,Wheelchair Tennis,1980,Jamaica
Women,Teams 4,Gold,BECKER G.SCHMIDT Irene,Wheelchair Tennis,1980,Netherlands
Women,Teams 4,Silver,GIBBS B.SWANN J.,Wheelchair Tennis,1980,Great Britain
Women,Teams 4,Bronze,KARLSSON L.SODERBERG R.,Wheelchair Tennis,1980,Sweden
Women,Teams 1B,Gold,KLAUSEN A.LYSEN Marit,Wheelchair Tennis,1980,Norway
Women,Teams 1B,Silver,O'SULLIVAN Frances,Wheelchair Tennis,1980,Ireland
Women,Teams 1B,Silver,TOOMEY J.,Wheelchair Tennis,1980,Ireland
Men,Singles 2,Gold,DORR Werner,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles 2,Silver,MANDL Franz,Wheelchair Tennis,1984,Austria
Men,Singles 2,Bronze,ALTENDORFER Fritz,Wheelchair Tennis,1984,Austria
Men,Singles 3,Gold,SIMON Heinz,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles 3,Silver,KOLB Rainer,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles 3,Bronze,STARL Peter,Wheelchair Tennis,1984,Austria
