gender,event,medal,athlete,type,year,country
Men,Singles 4,Gold,KREIDEL Thomas,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles 4,Silver,GLAESE P.,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles 4,Bronze,DEMPSEY Michael,Wheelchair Tennis,1984,United States
Men,Singles 1A,Gold,KIRCHHOFF Ralf,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles 1A,Silver,TIETZE H.,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles 1A,Bronze,LAUNONEN Matti,Wheelchair Tennis,1984,Finland
Men,Singles 1B,Gold,HASSLER Bruno,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles 1B,Silver,EDGE,Wheelchair Tennis,1984,Great Britain
Men,Singles 1B,Bronze,KAJASTE,Wheelchair Tennis,1984,Finland
Men,Singles 1C,Gold,EMMEL Manfred,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles 1C,Silver,JEANNIN Daniel,Wheelchair Tennis,1984,France
Men,Singles 1C,Bronze,JAKSCH Rudolf,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles C1,Gold,BIGGS Terry,Wheelchair Tennis,1984,Australia
Men,Singles C1,Silver,FRANCIS Allen,Wheelchair Tennis,1984,Great Britain
Men,Singles C2,Gold,ANDERSON Jorgen,Wheelchair Tennis,1984,Sweden
Men,Singles C2,Silver,LEYS J.,Wheelchair Tennis,1984,Belgium
Men,Singles C2,Bronze,MAEBE D.,Wheelchair Tennis,1984,Belgium
Men,Singles C3,Gold,UPSHTEIN Yaron,Wheelchair Tennis,1984,Israel
Men,Singles C3,Silver,HANSEN Olle,Wheelchair Tennis,1984,Sweden
Men,Singles C3,Bronze,HARTMANS R.,Wheelchair Tennis,1984,Netherlands
Men,Singles C4,Gold,FERRAUD R.,Wheelchair Tennis,1984,France
Men,Singles C4,Silver,MORTENSEN Flemming,Wheelchair Tennis,1984,Denmark
Men,Singles C4,Bronze,SANTOS Paulo Jorge,Wheelchair Tennis,1984,Portugal
Men,Singles C4,Bronze,GILLERAS Tommy,Wheelchair Tennis,1984,Sweden
Men,Singles C5,Gold,AXELSSON Thomas,Wheelchair Tennis,1984,Sweden
Men,Singles C5,Silver,VISSER R.,Wheelchair Tennis,1984,Netherlands
Men,Singles C5,Bronze,KIHLMAN Peter,Wheelchair Tennis,1984,Sweden
Men,Singles C5,Bronze,CUSSENEERS Roby,Wheelchair Tennis,1984,Belgium
Men,Singles L1,Gold,ANDERSSON Urban,Wheelchair Tennis,1984,Sweden
Men,Singles L1,Silver,JOHANSSON Borje,Wheelchair Tennis,1984,Sweden
Men,Singles L1,Bronze,WELSH John,Wheelchair Tennis,1984,Great Britain
Men,Singles L2,Gold,VELROYEN Herbert,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles L2,Silver,STEPHENS M.,Wheelchair Tennis,1984,United States
Men,Singles L2,Bronze,ROUKE O.,Wheelchair Tennis,1984,Ireland
Men,Singles L2,Bronze,DJURASINOVIC Ilija,Wheelchair Tennis,1984,Yugoslavia
Men,Singles L3,Gold,PIRAS Marc,Wheelchair Tennis,1984,France
Men,Singles L3,Silver,VOSSEN T.,Wheelchair Tennis,1984,Netherlands
Men,Singles L3,Bronze,WELTING Stephan,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles L3,Bronze,MUELLER Klaus,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles L4,Gold,JOKINEN Kimmo,Wheelchair Tennis,1984,Finland
Men,Singles L4,Silver,NILSSON Jorgen,Wheelchair Tennis,1984,Sweden
Men,Singles L4,Bronze,KNABE Manfred,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Singles L4,Bronze,GAJIC Z.,Wheelchair Tennis,1984,Yugoslavia
Men,Singles L5,Gold,SIMONIC Franc,Wheelchair Tennis,1984,Yugoslavia
Men,Singles L5,Silver,MONESTERIAL Marcelino,Wheelchair Tennis,1984,United States
Men,Singles L5,Bronze,ROINE Philippe,Wheelchair Tennis,1984,France
Men,Singles L5,Bronze,HULLERUM P.,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Open CL,Gold,JOKINEN Kimmo,Wheelchair Tennis,1984,Finland
Men,Open CL,Silver,BAAS E.,Wheelchair Tennis,1984,Netherlands
Men,Open CL,Bronze,GAJIC Z.,Wheelchair Tennis,1984,Yugoslavia
Men,Open 1A-4,Gold,KREIDEL Thomas,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Open 1A-4,Silver,CHANG Choon Bae,Wheelchair Tennis,1984,South Korea
Men,Open 1A-4,Bronze,GLAESE P.,Wheelchair Tennis,1984,Federal Republic of Germany
Women,Singles 2,Gold,BISQUOLM Elisabeth,Wheelchair Tennis,1984,Switzerland
Women,Singles 2,Silver,SCHWEIZER Rosa,Wheelchair Tennis,1984,Austria
Women,Singles 2,Bronze,LAMSBACH Ruth,Wheelchair Tennis,1984,Federal Republic of Germany
Women,Singles 3,Gold,WENINGER Christiane,Wheelchair Tennis,1984,Federal Republic of Germany
Women,Singles 3,Silver,BROWN J.,Wheelchair Tennis,1984,United States
Women,Singles 3,Bronze,ANDRE R.,Wheelchair Tennis,1984,France
Women,Singles 4,Gold,VANDERBOSCH,Wheelchair Tennis,1984,Netherlands
Women,Singles 4,Silver,WONG,Wheelchair Tennis,1984,Hong Kong
Women,Singles 4,Bronze,ZAUGG Rosa,Wheelchair Tennis,1984,Switzerland
Women,Singles 1B,Gold,BLACKBURN Jane,Wheelchair Tennis,1984,Great Britain
Women,Singles 1B,Silver,LYSEN Marit,Wheelchair Tennis,1984,Norway
Women,Singles 1B,Bronze,DROUX Christiane,Wheelchair Tennis,1984,Switzerland
Women,Singles 1C,Gold,BECKER,Wheelchair Tennis,1984,Great Britain
Women,Singles 1C,Silver,NEIL D.,Wheelchair Tennis,1984,Great Britain
Women,Singles C3,Gold,COULLANGES C.,Wheelchair Tennis,1984,France
Women,Singles C3,Silver,PETERSEN J.,Wheelchair Tennis,1984,Great Britain
Women,Singles C3,Bronze,JOHNSON Martha,Wheelchair Tennis,1984,Canada
Women,Singles C4-5,Gold,BRASK Marie,Wheelchair Tennis,1984,Sweden
Women,Singles C4-5,Silver,NESSET E.,Wheelchair Tennis,1984,Norway
Women,Singles C4-5,Bronze,CLOONAN Morna,Wheelchair Tennis,1984,Ireland
Women,Singles L3,Gold,CRETUAL Evelyne,Wheelchair Tennis,1984,France
Women,Singles L3,Silver,HEALD Margaret,Wheelchair Tennis,1984,Great Britain
Women,Singles L3,Bronze,GUNNARSDOTTIR H.,Wheelchair Tennis,1984,Iceland
Women,Singles L4,Gold,BORRE Ingrid,Wheelchair Tennis,1984,Belgium
Women,Singles L4,Silver,DARVAND Bernadette,Wheelchair Tennis,1984,France
Women,Singles L4,Bronze,SMITH A.,Wheelchair Tennis,1984,Great Britain
Women,Singles L4,Bronze,NAESS K.,Wheelchair Tennis,1984,Norway
Women,Singles L5,Gold,BAERTELSEN Marianne,Wheelchair Tennis,1984,Denmark
Women,Singles L5,Silver,WANG Shuyun,Wheelchair Tennis,1984,China
Women,Open CL,Gold,BAERTELSEN Marianne,Wheelchair Tennis,1984,Denmark
Women,Open CL,Silver,DARVAND Bernadette,Wheelchair Tennis,1984,France
Women,Open CL,Bronze,BORRE Ingrid,Wheelchair Tennis,1984,Belgium
Women,Open 1B-4,Gold,LAMSBACH Ruth,Wheelchair Tennis,1984,Federal Republic of Germany
Women,Open 1B-4,Silver,WONG,Wheelchair Tennis,1984,Hong Kong
Women,Open 1B-4,Bronze,VANDERBOSCH,Wheelchair Tennis,1984,Netherlands
Men,Teams CP2-4,Gold,ANDERSSON Jorgen,Wheelchair Tennis,1984,Sweden
Men,Teams CP2-4,Gold,GILLERAS Tommy,Wheelchair Tennis,1984,Sweden
Men,Teams CP2-4,Gold,HANSEN Olle,Wheelchair Tennis,1984,Sweden
Men,Teams CP2-4,Silver,LEYS J.MAEBE D.,Wheelchair Tennis,1984,Belgium
Men,Teams CP5,Gold,AXELSSON Thomas,Wheelchair Tennis,1984,Sweden
Men,Teams CP5,Gold,KIHLMAN Peter,Wheelchair Tennis,1984,Sweden
Men,Teams CP5,Silver,HARTMANS R.VISSER R.,Wheelchair Tennis,1984,Netherlands
Men,Teams L1,Gold,ANDERSSON Urban,Wheelchair Tennis,1984,Sweden
Men,Teams L1,Gold,JOHANSSON Borje,Wheelchair Tennis,1984,Sweden
Men,Teams L1,Silver,SCHMIDTMAYER,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Teams L4,Gold,HORSCH Wolfgang,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Teams L4,Gold,KNABE Manfred,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Teams L4,Gold,TOLLWERTH Dieter,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Teams L4,Silver,KOVACS Gyozo,Wheelchair Tennis,1984,Hungary
Men,Teams L4,Silver,MAJSAI Karoly,Wheelchair Tennis,1984,Hungary
Men,Teams L4,Silver,SZEPESI Attila,Wheelchair Tennis,1984,Hungary
Men,Teams L4,Bronze,GAROFALO Thierry,Wheelchair Tennis,1984,France
Men,Teams L4,Bronze,PENAUD Bernard,Wheelchair Tennis,1984,France
Men,Teams L4,Bronze,Finland,Wheelchair Tennis,1984,France
Men,Teams L5,Gold,BECK Rudolf,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Teams L5,Gold,HULLERUM Peter,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Teams L5,Gold,KOLLER Manfred,Wheelchair Tennis,1984,Federal Republic of Germany
Men,Teams L5,Silver,DIMITRYEVIC Svetislav,Wheelchair Tennis,1984,Yugoslavia
Men,Teams L5,Silver,SIMONIC Franc,Wheelchair Tennis,1984,Yugoslavia
Women,Teams 4,Gold,BLANC Jacqueline,Wheelchair Tennis,1984,Switzerland
Women,Teams 4,Gold,METTLER-KIENER Elisabeth,Wheelchair Tennis,1984,Switzerland
Women,Teams 4,Gold,ZAUGG Rosa,Wheelchair Tennis,1984,Switzerland
Men,Singles 2,Gold,PEETERS Michel,Wheelchair Tennis,1988,France
Men,Singles 2,Silver,KIM Young Soo,Wheelchair Tennis,1988,South Korea
Men,Singles 2,Bronze,ALTENDORFER Fritz,Wheelchair Tennis,1988,Austria
Men,Singles 3,Gold,STARL Peter,Wheelchair Tennis,1988,Austria
Men,Singles 3,Silver,KIM Ki Hoon,Wheelchair Tennis,1988,South Korea
Men,Singles 3,Bronze,SUTTER Christian,Wheelchair Tennis,1988,Austria
Men,Singles 4,Gold,KREIDEL Thomas,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles 4,Silver,SCHMIDT Peter,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles 4,Bronze,DEMPSEY Michael,Wheelchair Tennis,1988,United States
Men,Singles 1A,Gold,LEE Hae Gon,Wheelchair Tennis,1988,South Korea
Men,Singles 1A,Silver,KANG Sung Hoon,Wheelchair Tennis,1988,South Korea
Men,Singles 1A,Bronze,LAUNONEN Matti,Wheelchair Tennis,1988,Finland
Men,Singles 1B,Gold,HAJEK Rudolf,Wheelchair Tennis,1988,Austria
Men,Singles 1B,Silver,HASSLER Bruno,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles 1B,Bronze,SIMENSEN Svein Bjornar,Wheelchair Tennis,1988,Norway
Men,Singles 1C,Gold,EMMEL Manfred,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles 1C,Silver,JAKSCH Rudolf,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles 1C,Bronze,JEANNIN Daniel,Wheelchair Tennis,1988,France
Men,Singles C5,Gold,KERSTEN Harold,Wheelchair Tennis,1988,Netherlands
Men,Singles C5,Silver,INADA Koji,Wheelchair Tennis,1988,Japan
Men,Singles C5,Bronze,HOLLANDER Eric,Wheelchair Tennis,1988,Belgium
Men,Singles C6,Gold,AXELSSON Thomas,Wheelchair Tennis,1988,Sweden
Men,Singles C6,Silver,WESTLING Mikael,Wheelchair Tennis,1988,Sweden
Men,Singles C6,Bronze,KIM Kyung Sik,Wheelchair Tennis,1988,South Korea
Men,Singles 1A-4,Gold,DEMPSEY Michael,Wheelchair Tennis,1988,United States
Men,Singles 1A-4,Silver,TISSERANT Guy,Wheelchair Tennis,1988,France
Men,Singles 1A-4,Bronze,VELROYEN Herbert,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles TT2,Gold,TISSERANT Guy,Wheelchair Tennis,1988,France
Men,Singles TT2,Silver,VELROYEN Herbert,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles TT2,Bronze,GAUDUCHEAU Michel,Wheelchair Tennis,1988,France
Men,Singles TT3,Gold,KURFESS Thomas,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles TT3,Silver,SCHMIDT Rainer,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles TT3,Bronze,WELTING Stephan,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles TT4,Gold,HOPE David,Wheelchair Tennis,1988,Great Britain
Men,Singles TT4,Silver,PIRAS Marc,Wheelchair Tennis,1988,France
Men,Singles TT4,Bronze,MUELLER Klaus,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles TT5,Gold,KIM Kwang Jin,Wheelchair Tennis,1988,South Korea
Men,Singles TT5,Silver,SZEPESI Attila,Wheelchair Tennis,1988,Hungary
Men,Singles TT5,Bronze,HORSCH Wolfgang,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles TT6,Gold,JOKINEN Kimmo,Wheelchair Tennis,1988,Finland
Men,Singles TT6,Silver,PEHRSSON Torben,Wheelchair Tennis,1988,Denmark
Men,Singles TT6,Bronze,NILSSON Jorgen,Wheelchair Tennis,1988,Sweden
Men,Singles TT7,Gold,KOLLER Manfred,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles TT7,Silver,DIMITRIJEVIC Svetislav,Wheelchair Tennis,1988,Yugoslavia
Men,Singles TT7,Bronze,HAVALESCHKA Frands,Wheelchair Tennis,1988,Denmark
Men,Singles TT open,Gold,CHEDEAU Claude,Wheelchair Tennis,1988,France
Men,Singles TT open,Silver,KNABE Manfred,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Singles TT open,Bronze,PEHRSSON Torben,Wheelchair Tennis,1988,Denmark
Women,Singles 2,Gold,BISQUOLM Elisabeth,Wheelchair Tennis,1988,Switzerland
Women,Singles 2,Silver,LAMSBACH Ruth,Wheelchair Tennis,1988,Federal Republic of Germany
Women,Singles 2,Bronze,PAARDEKAM Jolanda,Wheelchair Tennis,1988,Netherlands
Women,Singles 3,Gold,WENINGER Christiane,Wheelchair Tennis,1988,Federal Republic of Germany
Women,Singles 3,Silver,JOHNSON Jennifer,Wheelchair Tennis,1988,United States
Women,Singles 3,Bronze,ANDERSEN Inger Lise,Wheelchair Tennis,1988,Norway
Women,Singles 4,Gold,TERRANOVA Terese,Wheelchair Tennis,1988,United States
Women,Singles 4,Silver,SIKORA Monika,Wheelchair Tennis,1988,Federal Republic of Germany
Women,Singles 4,Bronze,FETZ Hildegard,Wheelchair Tennis,1988,Austria
Women,Singles 2-4,Gold,JOHNSON Jennifer,Wheelchair Tennis,1988,United States
Women,Singles 2-4,Silver,KIRCHMAIR Gabriele,Wheelchair Tennis,1988,Austria
Women,Singles 2-4,Bronze,WENINGER Christiane,Wheelchair Tennis,1988,Federal Republic of Germany
Women,Singles TT6,Gold,DARVAND Bernadette,Wheelchair Tennis,1988,France
Women,Singles TT6,Silver,ANDERSSON Marie-Louise,Wheelchair Tennis,1988,Sweden
Women,Singles TT6,Bronze,CHENG Yu,Wheelchair Tennis,1988,China
Women,Singles TT7,Gold,HUA Guiyun,Wheelchair Tennis,1988,China
Women,Singles TT7,Silver,BAERTELSEN Marianne,Wheelchair Tennis,1988,Denmark
Women,Singles TT7,Bronze,BAUER Birgit,Wheelchair Tennis,1988,Federal Republic of Germany
Women,Singles TT open,Gold,ZHANG Xiaoling,Wheelchair Tennis,1988,China
Women,Singles TT open,Silver,BORRE Ingrid,Wheelchair Tennis,1988,Belgium
Women,Singles TT open,Bronze,ANDERSSON Marie-Louise,Wheelchair Tennis,1988,Sweden
Men,Teams 1A,Silver,ROSENAST Hans,Wheelchair Tennis,1988,Switzerland
Men,Teams 1A,Silver,ZUMKEHR Rolf,Wheelchair Tennis,1988,Switzerland
Men,Teams TT2,Gold,GAUDUCHEAU Michel,Wheelchair Tennis,1988,France
Men,Teams TT2,Gold,TISSERANT Guy,Wheelchair Tennis,1988,France
Men,Teams TT2,Silver,CHOI Hyung Suk,Wheelchair Tennis,1988,South Korea
Men,Teams TT2,Silver,UM Tae Hyung,Wheelchair Tennis,1988,South Korea
Men,Teams TT2,Bronze,REHDER Hans Jurgen,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Teams TT2,Bronze,VELROYEN Herbert,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Teams TT5,Gold,HORSCH Wolfgang,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Teams TT5,Gold,SCHMITT Thomas,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Teams TT5,Silver,GAROFALO Thierry,Wheelchair Tennis,1988,France
Men,Teams TT5,Silver,PIRAS Marc,Wheelchair Tennis,1988,France
Men,Teams TT5,Bronze,KOVACS Gyozo,Wheelchair Tennis,1988,Hungary
Men,Teams TT5,Bronze,SZEPESI Attila,Wheelchair Tennis,1988,Hungary
Men,Teams TT6,Gold,ROHOF Niels,Wheelchair Tennis,1988,Netherlands
Men,Teams TT6,Gold,ZIJDA Rein,Wheelchair Tennis,1988,Netherlands
Men,Teams TT6,Silver,KOZAKURA Masaaki,Wheelchair Tennis,1988,Japan
Men,Teams TT6,Silver,SAIKI Shuzo,Wheelchair Tennis,1988,Japan
Men,Teams TT6,Bronze,ERDOS Lajos,Wheelchair Tennis,1988,Hungary
Men,Teams TT6,Bronze,MAJSAI Karoly,Wheelchair Tennis,1988,Hungary
Men,Teams TT7,Gold,KOLLER Manfred,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Teams TT7,Gold,VAHLE Markus,Wheelchair Tennis,1988,Federal Republic of Germany
Men,Teams TT7,Silver,NILSSON Jorgen,Wheelchair Tennis,1988,Sweden
Men,Teams TT7,Silver,NYBERG Dennis,Wheelchair Tennis,1988,Sweden
Men,Teams TT7,Bronze,HAVALESCHKA Frands,Wheelchair Tennis,1988,Denmark
Men,Teams TT7,Bronze,PEHRSSON Torben,Wheelchair Tennis,1988,Denmark
Women,Teams 2,Gold,DROUX Christiane,Wheelchair Tennis,1988,Switzerland
Women,Teams 2,Gold,METTLER-KIENER Elisabeth,Wheelchair Tennis,1988,Switzerland
Men,Singles 1,Gold,LAUNONEN Matti,Wheelchair Tennis,1992,Finland
Men,Singles 1,Silver,KIRCHHOFF Ralf,Wheelchair Tennis,1992,Germany
Men,Singles 1,Bronze,LEE Hae Gon,Wheelchair Tennis,1992,South Korea
Men,Singles 1,Bronze,KANG Seong Hoon,Wheelchair Tennis,1992,South Korea
Men,Singles 2,Gold,HAJEK Rudolf,Wheelchair Tennis,1992,Austria
Men,Singles 2,Silver,KURKINEN Jari,Wheelchair Tennis,1992,Finland
Men,Singles 2,Bronze,KIM Kyung Mook,Wheelchair Tennis,1992,South Korea
Men,Singles 2,Bronze,HASSLER Bruno,Wheelchair Tennis,1992,Germany
Men,Singles 3,Gold,PEETERS Michel,Wheelchair Tennis,1992,France
Men,Singles 3,Silver,ROBINSON Neil,Wheelchair Tennis,1992,Great Britain
Men,Singles 3,Bronze,KESLER Zlatko,Wheelchair Tennis,1992,Independent Paralympic Participants
Men,Singles 3,Bronze,ANDREY Marcel,Wheelchair Tennis,1992,Switzerland
Men,Singles 4,Gold,KREIDEL Thomas,Wheelchair Tennis,1992,Germany
Men,Singles 4,Silver,BENEDETTI Bruno,Wheelchair Tennis,1992,France
Men,Singles 4,Bronze,UM Tae Hyung,Wheelchair Tennis,1992,South Korea
Men,Singles 4,Bronze,CHAN Arnie,Wheelchair Tennis,1992,Great Britain
Men,Singles 5,Gold,KWONG Kam Shing,Wheelchair Tennis,1992,Hong Kong
Men,Singles 5,Silver,TISSERANT Guy,Wheelchair Tennis,1992,France
Men,Singles 5,Bronze,ROBLES Manuel,Wheelchair Tennis,1992,Spain
Men,Singles 5,Bronze,KIM So Boo,Wheelchair Tennis,1992,South Korea
Men,Singles 6,Gold,SCHMIDT Rainer,Wheelchair Tennis,1992,Germany
Men,Singles 6,Silver,NIELSEN Brian,Wheelchair Tennis,1992,Denmark
Men,Singles 6,Bronze,LUNDSTEEN Kai,Wheelchair Tennis,1992,Denmark
Men,Singles 6,Bronze,STROMSTEDT Peter,Wheelchair Tennis,1992,Sweden
Men,Singles 7,Gold,GLIKMAN Zeev,Wheelchair Tennis,1992,Israel
Men,Singles 7,Silver,KURFESS Thomas,Wheelchair Tennis,1992,Germany
Men,Singles 7,Bronze,WOLLMERT Jochen,Wheelchair Tennis,1992,Germany
Men,Singles 7,Bronze,VOSSEN Matheus,Wheelchair Tennis,1992,Netherlands
Men,Singles 8,Gold,SEIDENFELD Mitchell,Wheelchair Tennis,1992,United States
Men,Singles 8,Silver,SUZUKI Kenichi,Wheelchair Tennis,1992,Japan
Men,Singles 8,Bronze,MAISSENBACHER Werner,Wheelchair Tennis,1992,Germany
Men,Singles 8,Bronze,FUJII Hiroshi,Wheelchair Tennis,1992,Japan
Men,Singles 9,Gold,JOKINEN Kimmo,Wheelchair Tennis,1992,Finland
Men,Singles 9,Silver,KNABE Manfred,Wheelchair Tennis,1992,Germany
Men,Singles 9,Bronze,ZIJDA Rein,Wheelchair Tennis,1992,Netherlands
Men,Singles 9,Bronze,GAROFALO Thierry,Wheelchair Tennis,1992,France
Men,Singles 10,Gold,GERKE Michael,Wheelchair Tennis,1992,Germany
Men,Singles 10,Silver,DE LA BOURDONNAYE Gilles,Wheelchair Tennis,1992,France
Men,Singles 10,Bronze,GOELLER Thomas,Wheelchair Tennis,1992,Austria
Men,Singles 10,Bronze,AGUDO Enrique,Wheelchair Tennis,1992,Spain
Men,Open 1-5,Gold,TISSERANT Guy,Wheelchair Tennis,1992,France
Men,Open 1-5,Silver,DEMPSEY Michael,Wheelchair Tennis,1992,United States
Men,Open 1-5,Bronze,MANDL Franz,Wheelchair Tennis,1992,Austria
Men,Open 1-5,Bronze,HATTON Daniel,Wheelchair Tennis,1992,France
Men,Open 6-10,Gold,JOKINEN Kimmo,Wheelchair Tennis,1992,Finland
Men,Open 6-10,Silver,GERKE Michael,Wheelchair Tennis,1992,Germany
Men,Open 6-10,Bronze,DE LA BOURDONNAYE Gilles,Wheelchair Tennis,1992,France
Men,Open 6-10,Bronze,AGUDO Enrique,Wheelchair Tennis,1992,Spain
Women,Singles 3,Gold,PAARDEKAM Jolanda,Wheelchair Tennis,1992,Netherlands
Women,Singles 3,Silver,BARTHEIDEL Monika,Wheelchair Tennis,1992,Germany
Women,Singles 3,Bronze,SASVARINE Ilona,Wheelchair Tennis,1992,Hungary
Women,Singles 3,Bronze,LAMSBACH Ruth,Wheelchair Tennis,1992,Germany
Women,Singles 4,Gold,SIKORA Monika,Wheelchair Tennis,1992,Germany
Women,Singles 4,Silver,WENINGER Christiane,Wheelchair Tennis,1992,Germany
Women,Singles 4,Bronze,KIRCHMAIR Gabriele,Wheelchair Tennis,1992,Austria
Women,Singles 4,Bronze,WITSCHNIG Susanne,Wheelchair Tennis,1992,Austria
Women,Singles 5,Gold,ROOSEN Gisela,Wheelchair Tennis,1992,Germany
Women,Singles 5,Silver,ZAUGG Rosa,Wheelchair Tennis,1992,Switzerland
Women,Singles 5,Bronze,NARDELLI Maria,Wheelchair Tennis,1992,Italy
Women,Singles 5,Bronze,FUNG Yuet Wah,Wheelchair Tennis,1992,Hong Kong
Women,Singles 9,Gold,ZHANG Xiao,Wheelchair Tennis,1992,China
Women,Singles 9,Silver,YANG Yi,Wheelchair Tennis,1992,China
Women,Singles 9,Bronze,NURUKI Michiyo,Wheelchair Tennis,1992,Japan
Women,Singles 9,Bronze,BORRE Ingrid,Wheelchair Tennis,1992,Belgium
Women,Open 1-5,Gold,WENINGER Christiane,Wheelchair Tennis,1992,Germany
Women,Open 1-5,Silver,NARDELLI Maria,Wheelchair Tennis,1992,Italy
Women,Open 1-5,Bronze,TERRANOVA Terese,Wheelchair Tennis,1992,United States
Women,Open 1-5,Bronze,FUNG Yuet Wah,Wheelchair Tennis,1992,Hong Kong
Women,Open 6-10,Gold,BORRE Ingrid,Wheelchair Tennis,1992,Belgium
Women,Open 6-10,Silver,ZHANG Xiao,Wheelchair Tennis,1992,China
Women,Open 6-10,Bronze,YANG Yi,Wheelchair Tennis,1992,China
Women,Open 6-10,Bronze,NURUKI Michiyo,Wheelchair Tennis,1992,Japan
Men,Teams 1,Gold,KANG Seong Hoon,Wheelchair Tennis,1992,South Korea
Men,Teams 1,Gold,LEE Hae Gon,Wheelchair Tennis,1992,South Korea
Men,Teams 1,Silver,ROSENAST Hans,Wheelchair Tennis,1992,Switzerland
Men,Teams 1,Silver,ZUMKEHR Rolf,Wheelchair Tennis,1992,Switzerland
Men,Teams 1,Bronze,ESSBACH Dieter,Wheelchair Tennis,1992,Germany
Men,Teams 1,Bronze,KIRCHHOFF Ralf,Wheelchair Tennis,1992,Germany
Men,Teams 2,Gold,HAJEK Rudolf,Wheelchair Tennis,1992,Austria
Men,Teams 2,Gold,SCHARF Gerhard,Wheelchair Tennis,1992,Austria
Men,Teams 2,Silver,KIM Kyung Mook,Wheelchair Tennis,1992,South Korea
Men,Teams 2,Silver,PARK Hyun Sang,Wheelchair Tennis,1992,South Korea
Men,Teams 2,Bronze,HASSLER Bruno,Wheelchair Tennis,1992,Germany
Men,Teams 2,Bronze,SPERLING Helmut,Wheelchair Tennis,1992,Germany
Men,Teams 2,Bronze,Finland,Wheelchair Tennis,1992,Germany
Men,Teams 3,Gold,EVANS Phillip,Wheelchair Tennis,1992,Great Britain
Men,Teams 3,Gold,RAWSON James,Wheelchair Tennis,1992,Great Britain
Men,Teams 3,Gold,ROBINSON Neil,Wheelchair Tennis,1992,Great Britain
Men,Teams 3,Silver,DORR Werner,Wheelchair Tennis,1992,Germany
Men,Teams 3,Silver,KOLB Rainer,Wheelchair Tennis,1992,Germany
Men,Teams 3,Bronze,HATTON Daniel,Wheelchair Tennis,1992,France
Men,Teams 3,Bronze,PEETERS Michel,Wheelchair Tennis,1992,France
Men,Teams 3,Bronze,Korea,Wheelchair Tennis,1992,France
Men,Teams 4,Gold,HO Sum Tak,Wheelchair Tennis,1992,Hong Kong
Men,Teams 4,Gold,WONG Yin Biu,Wheelchair Tennis,1992,Hong Kong
Men,Teams 4,Silver,GUSTAVSSON Jan-Krister,Wheelchair Tennis,1992,Sweden
Men,Teams 4,Silver,JOHANSSON Joergen,Wheelchair Tennis,1992,Sweden
Men,Teams 4,Bronze,ALTENBURG Gunter,Wheelchair Tennis,1992,Germany
Men,Teams 4,Bronze,HUHN Winfried,Wheelchair Tennis,1992,Germany
Men,Teams 4,Bronze,Belgium,Wheelchair Tennis,1992,Germany
Men,Teams 5,Gold,KREIDEL Thomas,Wheelchair Tennis,1992,Germany
